name,sci,kingdom,phylum,class,order,family,genus,mass_g,wild,captive,unrecorded,average,maximum,colonial,pred_global,pred_class,lq_global_maximum,lq_class_maximum,quality,note
Lake sturgeon,Acipenser fulvescens,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,40000.0,152.0,,,152.0,152.0,False,28.1306,30.394,5.4034,5.001,A,
Striped Hairy-nosed Bat,Mimon crenulatum,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Mimon,13.91,,,20.0,20.0,20.0,False,6.279,4.0057,3.1852,4.9929,B,
Koepcke's Hairy-nosed Bat,Mimon koepckeae,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Mimon,13.91,,,20.0,20.0,20.0,False,6.279,4.0057,3.1852,4.9929,B,
Lagos Serotine,Eptesicus platyops,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,18.2,,,21.0,21.0,21.0,False,6.605,4.2442,3.1794,4.9479,B,
Serotine,Eptesicus serotinus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,18.2,21.0,,,21.0,21.0,False,6.605,4.2442,3.1794,4.9479,B,
Sharpchin rockfish,Sebastes zacentrus,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,824.878,58.0,,,58.0,58.0,False,13.5445,11.9843,4.2822,4.8397,B,
Stinkpot,Sternotherus odoratus,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Sternotherus,137.9,,54.8,,54.8,54.8,False,9.6713,11.387,5.6663,4.8125,B,
Californian Myotis,Myotis californicus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,4.39,,,15.0,15.0,15.0,False,5.0533,3.1253,2.9683,4.7995,B,
Blanding's turtle,Emydoidea blandingii,Animalia,Chordata,Reptilia,Testudines,Emydidae,Emydoidea,1000.0,83.0,,,83.0,83.0,False,14.0445,17.3038,5.9098,4.7966,A,Negligible senescence reported in long-term field study
Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,6.0,16.0,16.0,,16.0,16.0,False,5.3595,3.3427,2.9853,4.7866,B,
Hermann's tortoise,Testudo hermanni,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo,1500.0,40.0,90.0,,65.0,90.0,False,15.1588,18.851,5.9371,4.7743,B,
Big brown bat,Eptesicus fuscus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,18.0,19.0,20.0,,19.5,20.0,False,6.5913,4.2341,3.0343,4.7235,B,
Yellowtail rockfish,Sebastes flavidus,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,1380.5,64.0,,,64.0,64.0,False,14.9237,13.5593,4.2885,4.72,B,
Peters's Epauletted Fruit Bat,Epomophorus crypturus,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,87.52,,,28.0,28.0,28.0,False,8.8777,5.9506,3.154,4.7054,B,
Large Myotis,Myotis chinensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,28.55,,,22.0,22.0,22.0,False,7.1894,4.676,3.0601,4.7049,B,
Western Small-footed Myotis,Myotis ciliolabrum,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,5.0,,,15.0,15.0,15.0,False,5.1786,3.2141,2.8965,4.667,B,
Dark-nosed Small-footed Myotis,Myotis melanorhinus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,5.0,,,15.0,15.0,15.0,False,5.1786,3.2141,2.8965,4.667,B,
Bigmouth buffalo,Ictiobus cyprinellus,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Ictiobus,15000.0,112.0,,,112.0,112.0,False,23.3866,24.0244,4.7891,4.6619,A,Otolith dating revised this species from 26 to 112 years
Mexican free-tailed bat,Tadarida brasiliensis,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,12.0,18.0,12.0,,15.0,18.0,False,6.1068,3.8804,2.9476,4.6387,B,
Garibaldi damselfish,Hypsypops rubicundus,Animalia,Chordata,Actinopterygii,Ovalentaria/misc,Pomacentridae,Hypsypops,943.643,57.0,,,57.0,57.0,False,13.8919,12.3771,4.1031,4.6053,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Northern rockfish,Sebastes polyspinis,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,962.724,57.0,,,57.0,57.0,False,13.9444,12.4367,4.0877,4.5832,B,
Medicinal leech,Hirudo medicinalis,Animalia,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,Hirudo,5.0,15.0,27.0,,21.0,27.0,False,5.1786,5.9216,5.2137,4.5596,B,
Hilgendorf's Tube-nosed Bat,Murina hilgendorfi,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina,7.54,,,16.0,16.0,16.0,False,5.5951,3.5111,2.8596,4.5569,B,
Madamango sea catfish,Cathorops spixii,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Cathorops,97.5,,,32.5,32.5,32.5,False,9.0601,7.1821,3.5872,4.5251,C,
Pink cockatoo,Cacatua leadbeateri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,390.0,,83.0,,83.0,83.0,False,11.7626,18.404,7.0563,4.5099,C,"demoted to C: 5x above its group's fit, past 3 sd"
Gray myotis,Myotis grisescens,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,9.25,16.5,,,16.5,16.5,False,5.8147,3.669,2.8376,4.4971,B,
Roughscale rattail,Coryphaenoides acrolepis,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,3000.0,73.0,,,73.0,73.0,False,17.2723,16.3328,4.2264,4.4695,B,
Acapulco major,Stegastes acapulcoensis,Animalia,Chordata,Actinopterygii,Ovalentaria/misc,Pomacentridae,Stegastes,96.9926,32.0,,,32.0,32.0,False,9.0512,7.1731,3.5354,4.4611,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
California leaf-nosed bat,Macrotus californicus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus,11.6,,17.0,,17.0,17.0,False,6.0679,3.8522,2.8016,4.4131,B,
Eastern Pipistrelle,Pipistrellus subflavus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,6.62,,,15.0,15.0,15.0,False,5.4597,3.4142,2.7474,4.3935,B,
Rock grenadier,Coryphaenoides rupestris,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,929.5,54.0,,,54.0,54.0,False,13.8525,12.3324,3.8982,4.3787,B,
Shortnose spurdog,Squalus megalops,Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,3673.95,75.0,,,75.0,75.0,False,17.9441,17.146,4.1796,4.3742,B,
Indonesian Tomb Bat,Taphozous achates,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,25.99,,,20.0,20.0,20.0,False,7.0633,4.5824,2.8315,4.3645,B,
Black-bearded Tomb Bat,Taphozous melanopogon,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Taphozous,25.99,,,20.0,20.0,20.0,False,7.0633,4.5824,2.8315,4.3645,B,
White-faced capuchin,Cebus capucinus,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,2655.0,,54.0,,54.0,54.0,False,16.8795,12.4012,3.1992,4.3544,B,
Southern Painted Turtle,Chrysemys dorsalis,Animalia,Chordata,Reptilia,Testudines,Emydidae,Chrysemys,371.8,,,61.0,61.0,61.0,False,11.6572,14.0407,5.2328,4.3445,B,
Red moki,Chirodactylus spectabilis,Animalia,Chordata,Actinopterygii,Centrarchiformes,Latridae,Chirodactylus,11220.2,97.0,,,97.0,97.0,False,22.1424,22.4089,4.3807,4.3286,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Striped mud turtle,Kinosternon baurii,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,143.0,,49.6,,49.6,49.6,False,9.7376,11.4747,5.0936,4.3225,B,
Greenstriped rockfish,Sebastes elongatus,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,346.5,42.0,,,42.0,42.0,False,11.5035,9.7341,3.6511,4.3147,B,
Spotted turtle,Clemmys guttata,Animalia,Chordata,Reptilia,Testudines,Emydidae,Clemmys,165.4,51.0,,,51.0,51.0,False,10.0082,11.8329,5.0958,4.31,B,
Eastern pipistrelle,Perimyotis subflavus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Perimyotis,7.5,14.8,,,14.8,14.8,False,5.5895,3.5071,2.6478,4.22,B,
Seba's short-tailed bat,Carollia perspicillata,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia,15.0,,17.0,,17.0,17.0,False,6.3688,4.0712,2.6693,4.1756,A,
Yuma myotis,Myotis yumanensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,6.25,14.0,,,14.0,14.0,False,5.4009,3.3722,2.5922,4.1516,B,
Bank rockfish,Sebastes rufus,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,1089.0,53.0,,,53.0,53.0,False,14.2718,12.8097,3.7136,4.1375,B,
Deepwater redfish,Sebastes mentella,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,4714.95,75.0,,,75.0,75.0,False,18.8072,18.2029,3.9878,4.1202,B,
Darkblotched rockfish,Sebastes crameri,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,2811.85,66.0,,,66.0,66.0,False,17.0629,16.0811,3.868,4.1042,B,
Short boarfish,Parazanclistius hutchinsi,Animalia,Chordata,Actinopterygii,Acropomatiformes,Pentacerotidae,Parazanclistius,812.365,,,49.0,49.0,49.0,False,13.5056,11.9405,3.6281,4.1037,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Borneo gibbon,Hylobates muelleri,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,5765.0,,60.0,,60.0,60.0,False,19.5329,14.6529,3.0717,4.0947,B,
Spur dogfish,Squalus acanthias,Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,5005.0,75.0,,,75.0,75.0,False,19.0198,18.4653,3.9433,4.0617,B,
White-winged Vampire Bat,Diaemus youngi,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diaemus,36.6,,,20.0,20.0,20.0,False,7.5337,4.9327,2.6548,4.0545,B,
Harlequin rockfish,Sebastes variegatus,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,761.257,47.0,,,47.0,47.0,False,13.3413,11.7559,3.5229,3.998,B,
Sablefish,Anoplopoma fimbria,Animalia,Chordata,Actinopterygii,Perciformes,Anoplopomatidae,Anoplopoma,31350.0,114.0,,,114.0,114.0,False,26.869,28.6691,4.2428,3.9764,B,
Azores Noctule,Nyctalus azoreum,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,14.235,,,16.0,16.0,16.0,False,6.3064,4.0256,2.5371,3.9745,B,
Copper rockfish,Sebastes caurinus,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,1507.0,55.0,,,55.0,55.0,False,15.1721,13.8473,3.6251,3.9719,B,
Island major,Stegastes arcifrons,Animalia,Chordata,Actinopterygii,Ovalentaria/misc,Pomacentridae,Stegastes,78.8686,27.0,,,27.0,27.0,False,8.7054,6.8261,3.1015,3.9554,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Alfonsino,Beryx decadactylus,Animalia,Chordata,Actinopterygii,Beryciformes,Berycidae,Beryx,4000.0,69.0,,,69.0,69.0,False,18.2338,17.4991,3.7842,3.9431,C,
Capuchin monkey,Sapajus apella,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,3000.0,25.0,50.0,,37.5,50.0,False,17.2723,12.7315,2.8948,3.9273,B,
Gobi Big Brown Bat,Eptesicus gobiensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,13.0,,,15.5,15.5,15.5,False,6.1995,3.9478,2.5002,3.9263,B,
Bight redfish,Centroberyx gerrardi,Animalia,Chordata,Actinopterygii,Beryciformes,Berycidae,Centroberyx,4600.0,71.0,,,71.0,71.0,False,18.72,18.0955,3.7927,3.9236,C,
Roman snail,Helix pomatia,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,25.0,10.0,35.0,,22.5,35.0,False,7.0119,8.9415,4.9915,3.9143,B,
Periodical cicada,Magicicada septendecim,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Magicicada,1.5,17.0,,,17.0,17.0,False,4.1282,4.3506,4.1181,3.9075,A,Nearly the whole life is spent underground as a nymph
Scalebelly eelpout,Lycodes squamiventer,Animalia,Chordata,Actinopterygii,Perciformes/Zoarcoidei,Zoarcidae,Lycodes,29.2695,,,21.0,21.0,21.0,False,7.2232,5.3821,2.9073,3.9018,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Bornean White-bearded Gibbon,Hylobates albibarbis,Animalia,Chordata,Mammalia,Primates,Hylobatidae,Hylobates,5829.08,,,57.0,57.0,57.0,False,19.5736,14.6878,2.9121,3.8808,B,
Jamaican fruit bat,Artibeus jamaicensis,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,45.0,10.0,20.0,,15.0,20.0,False,7.8325,5.157,2.5534,3.8782,B,
Lesser noctule,Nyctalus leisleri,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,16.0,16.0,,,16.0,16.0,False,6.4467,4.1282,2.4819,3.8758,B,
Mountain Noctule,Nyctalus montanus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,16.0,,,16.0,16.0,16.0,False,6.4467,4.1282,2.4819,3.8758,B,
Painted turtle,Chrysemys picta,Animalia,Chordata,Reptilia,Testudines,Emydidae,Chrysemys,400.0,55.0,40.0,,47.5,55.0,False,11.8188,14.2592,4.6536,3.8572,B,
Longspine thornyhead,Sebastolobus altivelis,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastolobus,752.297,45.0,,,45.0,45.0,False,13.3116,11.7225,3.3805,3.8388,B,
Amazon parrot,Amazona amazonica,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Amazona,400.0,25.0,71.0,,48.0,71.0,False,11.8188,18.5048,6.0074,3.8368,B,
Weeping capuchin,Cebus olivaceus,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,2552.5,,47.0,,47.0,47.0,False,16.7548,12.2966,2.8052,3.8222,B,
nan,Dolloidraco longedorsalis,Animalia,Chordata,Actinopterygii,Perciformes/Notothenioidei,Artedidraconidae,Dolloidraco,21.3,,,19.0,19.0,19.0,False,6.8036,4.9872,2.7927,3.8098,C,
-999,Trachemys emolli,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1854.0,,,75.0,75.0,75.0,False,15.7758,19.7138,4.7541,3.8044,B,
-999,Trachemys grayi,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1854.0,,,75.0,75.0,75.0,False,15.7758,19.7138,4.7541,3.8044,B,
Ornate Slider,Trachemys ornata,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1854.0,,,75.0,75.0,75.0,False,15.7758,19.7138,4.7541,3.8044,B,
-999,Trachemys venusta,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1854.0,,,75.0,75.0,75.0,False,15.7758,19.7138,4.7541,3.8044,B,
Barnard's rock-catfish,Austroglanis barnardi,Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,6.0074,,,14.0,14.0,14.0,False,5.3608,3.6817,2.6116,3.8025,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Egyptian fruit bat,Rousettus aegyptiacus,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,140.0,12.0,25.0,,18.5,25.0,False,9.6988,6.5837,2.5776,3.7973,B,
-999,Trachemys callirostris,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1895.0,,,75.0,75.0,75.0,False,15.8409,19.8051,4.7346,3.7869,B,
Black-bellied Slider,Trachemys dorbigni,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1895.0,,,75.0,75.0,75.0,False,15.8409,19.8051,4.7346,3.7869,B,
Big Bend Slider,Trachemys gaigeae,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1895.0,,,75.0,75.0,75.0,False,15.8409,19.8051,4.7346,3.7869,B,
-999,Trachemys nebulosa,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1895.0,,,75.0,75.0,75.0,False,15.8409,19.8051,4.7346,3.7869,B,
Cuatro Cienegas Slider,Trachemys taylori,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1895.0,,,75.0,75.0,75.0,False,15.8409,19.8051,4.7346,3.7869,B,
Yaqui Slider,Trachemys yaquia,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,1895.0,,,75.0,75.0,75.0,False,15.8409,19.8051,4.7346,3.7869,B,
Kaapori Capuchin,Cebus kaapori,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,2670.07,,,47.0,47.0,47.0,False,16.8975,12.4163,2.7815,3.7853,B,
Sulphur-crested cockatoo,Cacatua galerita,Animalia,Chordata,Aves,Psittaciformes,Cacatuidae,Cacatua,900.0,40.0,83.0,,61.5,83.0,False,13.7686,22.0435,6.0282,3.7653,A,Cocky Bennett claims of 120 are unverified
Fulvus roundleaf bat,Hipposideros fulvus,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,7.0,13.0,,,13.0,13.0,False,5.5174,3.4554,2.3562,3.7622,B,
Madagascan (Plowshare or Ploughshare) Tortoise,Astrochelys yniphora,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Astrochelys,8000.0,,,100.0,100.0,100.0,False,20.7759,26.8462,4.8133,3.7249,B,
Fraternal Fruit-eating Bat,Artibeus fraterculus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,45.65,,,19.2167,19.2167,19.2167,False,7.8537,5.1729,2.4468,3.7148,B,
Dark Fruit-eating Bat,Artibeus obscurus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,45.65,,,19.2167,19.2167,19.2167,False,7.8537,5.1729,2.4468,3.7148,B,
Tufted Capuchin,Cebus apella,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,2642.5,,,46.0,46.0,46.0,False,16.8645,12.3886,2.7276,3.7131,B,
Black-striped Capuchin,Cebus libidinosus,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,2642.5,,,46.0,46.0,46.0,False,16.8645,12.3886,2.7276,3.7131,B,
Black Capuchin,Cebus nigritus,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,2642.5,,,46.0,46.0,46.0,False,16.8645,12.3886,2.7276,3.7131,B,
Golden-bellied Capuchin,Cebus xanthosternos,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,2642.5,,,46.0,46.0,46.0,False,16.8645,12.3886,2.7276,3.7131,B,
Great Fruit-eating Bat,Artibeus lituratus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,46.1,,,19.2167,19.2167,19.2167,False,7.8682,5.1839,2.4423,3.707,B,
"European glass lizard, or Armored glass lizard",Pseudopus apodus,Animalia,Chordata,Reptilia,Squamata,Anguidae,Pseudopus,450.0,,,54.0,54.0,54.0,False,12.0839,14.6183,4.4688,3.694,B,
Norway haddock,Sebastes viviparus,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,550.0,40.0,,,40.0,40.0,False,12.5492,10.8744,3.1875,3.6784,B,
Shortbelly rockfish,Sebastes jordani,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,193.227,31.0,,,31.0,31.0,False,10.3056,8.4621,3.0081,3.6634,B,
Lined surgeonfish,Acanthurus lineatus,Animalia,Chordata,Actinopterygii,Acanthuriformes,Acanthuridae,Acanthurus,1024.14,46.0,,,46.0,46.0,False,14.1077,12.6225,3.2606,3.6443,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Eastern small-footed myotis,Myotis leibii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,5.6,12.0,,,12.0,12.0,False,5.2903,3.2934,2.2683,3.6436,B,
Widow rockfish,Sebastes entomelas,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,3122.39,60.0,,,60.0,60.0,False,17.4028,16.4901,3.4477,3.6385,B,
Mediterranean horseshoe bat,Rhinolophus euryale,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,8.2,,,13.0,13.0,13.0,False,5.6842,3.5751,2.287,3.6363,C,
Short-beaked echidna,Tachyglossus aculeatus,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,4500.0,45.0,50.0,,47.5,50.0,False,18.6427,13.8923,2.682,3.5991,A,
Greenblotched rockfish,Sebastes rosenblatti,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,1566.88,50.0,,,50.0,50.0,False,15.2838,13.9773,3.2714,3.5772,B,
Sea perch,Helicolenus percoides,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Helicolenus,770.0,42.0,,,42.0,42.0,False,13.37,11.7881,3.1414,3.5629,B,
Fat-tailed dwarf lemur,Cheirogaleus medius,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,380.0,,29.0,,29.0,29.0,False,11.7052,8.1618,2.4775,3.5532,B,
Mexican redknee tarantula,Brachypelma hamorii,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Brachypelma,20.0,30.0,30.0,,30.0,30.0,False,6.7234,8.4449,4.4621,3.5524,A,Female
Bog turtle,Glyptemys muhlenbergii,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,132.1,,,40.0,40.0,40.0,False,9.5933,11.2842,4.1696,3.5448,B,
Little Spotted Kiwi,Apteryx owenii,Animalia,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,1200.0,,,83.0,83.0,83.0,False,14.5351,23.4553,5.7103,3.5386,B,
Roughskin skate,Dipturus trachyderma,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,110.0,26.0,,,26.0,26.0,False,9.2683,7.3929,2.8053,3.5169,B,
Striated surgeonfish,Ctenochaetus striatus,Animalia,Chordata,Actinopterygii,Acanthuriformes,Acanthuridae,Ctenochaetus,437.0,36.0,,,36.0,36.0,False,12.0173,10.291,2.9957,3.4982,C,
Rodriguez flying fox,Pteropus rodricensis,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,350.0,,28.0,,28.0,28.0,False,11.5253,8.0186,2.4294,3.4919,B,
Wood turtle,Glyptemys insculpta,Animalia,Chordata,Reptilia,Testudines,Emydidae,Glyptemys,968.2,,60.0,,60.0,60.0,False,13.9593,17.1861,4.2982,3.4912,B,
Longsnout boarfish,Pentaceropsis recurvirostris,Animalia,Chordata,Actinopterygii,Acropomatiformes,Pentacerotidae,Pentaceropsis,2593.58,,,55.0,55.0,55.0,False,16.8052,15.7725,3.2728,3.4871,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Superagui Lion Tamarin,Leontopithecus caissara,Animalia,Chordata,Mammalia,Primates,Cebidae,Leontopithecus,629.255,,,31.6,31.6,31.6,False,12.8714,9.0975,2.4551,3.4735,B,
Lemurine night monkey,Aotus lemurinus,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,874.0,,33.8,,33.8,33.8,False,13.6928,9.7639,2.4684,3.4617,B,
Black rockfish,Sebastes melanops,Animalia,Chordata,Actinopterygii,Perciformes,Sebastidae,Sebastes,1800.0,50.0,,,50.0,50.0,False,15.6883,14.45,3.1871,3.4602,B,
Desert tortoise,Gopherus agassizii,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,4000.0,50.0,80.0,,65.0,80.0,False,18.2338,23.1901,4.3875,3.4497,B,
Speckled rockfish,Sebastes ovalis,Animalia,Chordata,Actinopterygii,Perciformes,Scorpaenidae,Sebastes,522.5,37.0,,,37.0,37.0,False,12.4286,10.7415,2.977,3.4446,B,
Golden lion tamarin,Leontopithecus rosalia,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,654.5,,31.6,,31.6,31.6,False,12.9671,9.1748,2.4369,3.4442,A,
Leafscale gulper shark,Centrophorus squamosus,Animalia,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,Centrophorus,7484.3,70.0,,,70.0,70.0,False,20.5169,20.3356,3.4118,3.4422,B,
Ansell's mole-rat,Cryptomys anselli,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,90.0,,20.6,,20.6,20.6,False,8.9246,5.9865,2.3082,3.4411,B,
-999,Chelonoidis abingdonii,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,175000.0,,,177.0,177.0,177.0,False,37.143,51.5102,4.7654,3.4362,B,
"Volcan Wolf Giant Tortoise, Cape Berkeley Giant Tortoise",Chelonoidis becki,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,175000.0,,,177.0,177.0,177.0,False,37.143,51.5102,4.7654,3.4362,B,
Chatham Island Giant Tortoise,Chelonoidis chathamensis,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,175000.0,,,177.0,177.0,177.0,False,37.143,51.5102,4.7654,3.4362,B,
James Island Giant Tortoise,Chelonoidis darwini,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,175000.0,,,177.0,177.0,177.0,False,37.143,51.5102,4.7654,3.4362,B,
Hood Island Giant Tortoise,Chelonoidis hoodensis,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,175000.0,,,177.0,177.0,177.0,False,37.143,51.5102,4.7654,3.4362,B,
Indefatigable Island Giant Tortoise,Chelonoidis porteri,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,175000.0,,,177.0,177.0,177.0,False,37.143,51.5102,4.7654,3.4362,B,
-999,Chelonoidis vicina,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chelonoidis,175000.0,,,177.0,177.0,177.0,False,37.143,51.5102,4.7654,3.4362,B,
Common mud turtle,Kinosternon subrubrum,Animalia,Chordata,Reptilia,Testudines,Kinosternidae,Kinosternon,154.7,40.0,,,40.0,40.0,False,9.8829,11.6669,4.0474,3.4285,B,
