common_name,scientific_name,kingdom,phylum,class,order,family,genus,mass_g,wild_yr,captive_yr,colonial,quality,note
Shiny loosejaw,Aristostomias scintillans,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Aristostomias,67.8197,7,,no,B,
Spotted catfish,Arius maculatus,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Arius,6073.73,7,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Mediterranean scaldfish,Arnoglossus laterna,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,112,8,,no,C,
Grohmann's scaldfish,Arnoglossus thori,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,93.8053,10,,no,B,
Snubhose garfish,Arrhamphus krefftii,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Arrhamphus,379.664,7,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Australian herring,Arripis georgiana,Animalia,Chordata,Actinopterygii,Scombriformes,Arripidae,Arripis,800,12,,no,C,
Australian ruff,Arripis georgianus,Animalia,Chordata,Actinopterygii,Perciformes,Arripidae,Arripis,440,7,,no,B,
Australian salmon,Arripis trutta,Animalia,Chordata,Actinopterygii,Perciformes,Arripidae,Arripis,5170,26,,no,B,
Western Australian salmon,Arripis truttacea,Animalia,Chordata,Actinopterygii,Perciformes,Arripidae,Arripis,5775,9,,no,B,
Artediellus camchaticus,Artediellus camchaticus,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Cottidae,Artediellus,370,9,,no,C,
Alligatorfish,Aspidophoroides monopterygius,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Agonidae,Aspidophoroides,4.85,7,,no,C,
Asp,Aspius aspius,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Aspius,4950,11,,no,B,
Starry goby,Asterropteryx semipunctata,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Asterropteryx,3.70515,1.33,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Twospot astyanax,Astyanax bimaculatus,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,91.6,18,,no,B,
Mexican tetra,Astyanax mexicanus,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,17.4065,,15,no,B,
Kamchatka flounder,Atheresthes evermanni,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,8500,33,,no,C,
Arrowtooth flounder,Atheresthes stomias,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,1100,15,,no,B,
Big-scale sand smelt,Atherina boyeri,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,58.5022,4,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Sand smelt,Atherina presbyter,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,59.7315,4,,no,B,
Ogilby's hardyhead,Atherinomorus vaigiensis,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherinomorus,42.2585,2,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Topsmelt,Atherinops affinis,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinops,398.371,9,,no,B,
Jacksmelt,Atherinopsis californiensis,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Atherinopsis,733.436,11,,no,B,
White seabass,Atractoscion nobilis,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Atractoscion,22550,20,,no,B,
Alligator gar,Atractosteus spatula,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Atractosteus,45000,95,,no,B,
Bumpnose trevally,Atropus hedlandensis,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Atropus,741.288,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Tube-snout,Aulorhynchus flavidus,Animalia,Chordata,Actinopterygii,Perciformes/Gasterosteoidei,Aulorhynchidae,Aulorhynchus,13.4,9,,no,C,
Chameleon cichlid,Australoheros facetus,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Australoheros,31.9,10,,no,C,
Barnard's rock-catfish,Austroglanis barnardi,Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,6.00743,14,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Clanwilliam catfish,Austroglanis gilli,Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,25.6405,12,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Argentine pearlfish,Austrolebias bellottii,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Austrolebias,6.97822,3,,no,B,
Bullet tuna,Auxis rochei,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Auxis,1750,5,,no,C,
Frigate tuna,Auxis thazard,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Auxis,1720,5,,no,B,
Racer goby,Babka gymnotrachelus,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Babka,38.6724,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
African catfish,Bagrus bajad,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Bagrus,6875,,17,no,B,
Semutundu,Bagrus docmak,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Bagrus,46000,5,,no,C,
Kampoyo,Bagrus meridionalis,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Bagrus,9500,17,,no,C,
Goldtail croaker,Bairdiella chrysoura,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sciaenidae,Bairdiella,308.698,4,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Sharpchin slickhead,Bajacalifornia burragei,Animalia,Chordata,Actinopterygii,Alepocephaliformes,Alepocephalidae,Bajacalifornia,60.7123,4,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Grey triggerfish,Balistes capriscus,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,6150,15,,no,C,
Finescale triggerfish,Balistes polylepis,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,2200,7,,no,C,
Bluespotted triggerfish,Balistes punctatus,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,1800,11,,no,C,
Queen triggerfish,Balistes vetula,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,5440,23,,no,C,
Zope,Ballerus ballerus,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Ballerus,2200,10,,no,C,
Stone loach,Barbatula barbatula,Animalia,Chordata,Actinopterygii,Cypriniformes,Balitoridae,Barbatula,200,7,,no,B,
Barbatula zetensis,Barbatula zetensis,Animalia,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Barbatula,3.85874,2,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Carnatic carp,Barbodes carnaticus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,12000,5,,no,C,
Barbel,Barbus barbus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,12000,17,,no,C,
Barbus caninus,Barbus caninus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,235.311,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Terek barbel,Barbus ciscaucasicus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,1989.83,7,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Round-scaled barbell,Barbus cyclolepis,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,275.708,7,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Papermouth,Barbus mattozi,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,745.25,9,,no,B,
Barbus strumicae,Barbus strumicae,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,237.529,7,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Barbus tyberinus,Barbus tyberinus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,4000,9,,no,C,
Blackfin poacher,Bathyagonus nigripinnis,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Agonidae,Bathyagonus,80.8172,9,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Meggitt's goby,Bathygobius meggitti,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Bathygobius,2.25027,3,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Bathymaster derjugini,Bathymaster derjugini,Animalia,Chordata,Actinopterygii,Perciformes/Zoarcoidei,Bathymasteridae,Bathymaster,32.0959,8,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Searcher,Bathymaster signatus,Animalia,Chordata,Actinopterygii,Perciformes/Zoarcoidei,Bathymasteridae,Bathymaster,370,9,,no,C,
Mediterranean spiderfish,Bathypterois mediterraneus,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae,Bathypterois,76.5228,15,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Mottled twister,Bellapiscis lesleyae,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Bellapiscis,3.31119,3,,no,B,
Garfish,Belone belone,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Belone,1418,8,,no,C,
Brauner's tadpole-goby,Benthophiloides brauneri,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Benthophiloides,6.09302,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Don tadpole-goby,Benthophilus durrelli,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Benthophilus,4.65551,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Caspian stellate tadpole-goby,Benthophilus leobergius,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Benthophilus,28.6788,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Caspian tadpole goby,Benthophilus macrocephalus,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Benthophilus,14.4484,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Azov tadpole goby,Benthophilus magistri,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Benthophilus,5.31209,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Small-spine tadpole-goby,Benthophilus mahmudbejovi,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Benthophilus,2.51528,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Black Sea tadpole-goby,Benthophilus nudus,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Benthophilus,32.054,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Spinycheek lanternfish,Benthosema fibulatum,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Benthosema,10.2329,1,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Glacier lanterfish,Benthosema glaciale,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Benthosema,21.7243,8,,no,B,
Smallfin lanternfish,Benthosema suborbitale,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Benthosema,0.6,0.9,,no,C,
Alfonsino,Beryx decadactylus,Animalia,Chordata,Actinopterygii,Beryciformes,Berycidae,Beryx,4000,69,,no,C,
Alfonsino,Beryx splendens,Animalia,Chordata,Actinopterygii,Beryciformes,Berycidae,Beryx,4000,23,,no,B,
Siamese fighting fish,Betta splendens,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Betta,2.59629,2,,no,B,
Foxfish,Bodianus frenchii,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Labridae,Bodianus,1356.12,78,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
California sheephead,Bodianus pulcher,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Labridae,Bodianus,16000,53,,no,C,
Green humphead parrotfish,Bolbometopon muricatum,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Bolbometopon,46000,33,,no,C,
Great blue spotted mudskipper,Boleophthalmus pectinirostris,Animalia,Chordata,Actinopterygii,Gobiiformes,Oxudercidae,Boleophthalmus,91.4,4,,no,C,
Bogue,Boops boops,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Boops,455,11,,no,C,
Arctic cod,Boreogadus saida,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,527.849,7,,no,B,
Panama snaggletooth,Borostomias panamensis,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Borostomias,162.178,5.5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Nightfish,Bostockia porosa,Animalia,Chordata,Actinopterygii,Centrarchiformes,Percichthyidae,Bostockia,29.8,6,,no,C,
Wide-eyed flounder,Bothus podas,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,700,6,,no,C,
Bovichtus diacanthus,Bovichtus diacanthus,Animalia,Chordata,Actinopterygii,Perciformes/Notothenioidei,Bovichtidae,Bovichtus,98,5,,no,C,
Spot-tail,Brachyalestes imberi,Animalia,Chordata,Actinopterygii,Characiformes,Alestidae,Brachyalestes,300,5,,no,C,
Bigeye grunt,Brachydeuterus auritus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Haemulidae,Brachydeuterus,389.449,7,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Lenok,Brachymystax lenok,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Brachymystax,8000,11,,no,C,
Zungaro dorado,Brachyplatystoma rousseauxii,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,Brachyplatystoma,38800,15,,no,C,
Atlantic pomfret,Brama brama,Animalia,Chordata,Actinopterygii,Perciformes,Bramidae,Brama,3300,9,,no,B,
Pacific pomfret,Brama japonica,Animalia,Chordata,Actinopterygii,Scombriformes,Bramidae,Brama,2700,9,,no,C,
Red tilefish,Branchiostegus japonicus,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Branchiostegus,687.5,12,,no,B,
Cusk,Brosme brosme,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Brosme,16500,20,,no,B,
Spot-tail,Brycinus imberi,Animalia,Chordata,Actinopterygii,Characiformes,Alestiidae,Brycinus,165,5,,no,B,
Silversides,Brycinus macrolepidotus,Animalia,Chordata,Actinopterygii,Characiformes,Alestiidae,Brycinus,1100,5,,no,B,
Solenette,Buglossidium luteum,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Buglossidium,53.28,13,,no,B,
Jolthead porgy,Calamus bajonado,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Calamus,10610,13,,no,C,
Pacific porgy,Calamus brachysomus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Calamus,3400,15,,no,C,
Whitebone porgy,Calamus leucosteus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Calamus,600,12,,no,C,
Knobbed porgy,Calamus nodosus,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Calamus,1446.5,17,,no,B,
Littlehead porgy,Calamus proridens,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sparidae,Calamus,600,11,,no,C,
Belcher's dragonet,Callionymus belcheri,Animalia,Chordata,Actinopterygii,Callionymiformes,Callionymidae,Callionymus,8.21104,3,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
European dragonet,Callionymus lyra,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Callionymus,143.336,7,,no,B,
Comet,Calloplesiops altivelis,Animalia,Chordata,Actinopterygii,Ovalentaria/misc,Plesiopidae,Calloplesiops,164.475,8.5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Carolines parrotfish,Calotomus carolinus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Scaridae,Calotomus,3074.3,3,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Largescale stoneroller,Campostoma oligolepis,Animalia,Chordata,Actinopterygii,Cypriniformes,Leuciscidae,Campostoma,74.9781,5,,no,B,
Banarescu's barb,Capoeta banarescui,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,838,12,,no,C,
Bergama barb,Capoeta bergamae,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,177,4,,no,C,
Seven khramulya,Capoeta capoeta,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,559.387,10,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Mesopotamian barb,Capoeta damascina,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,1199.37,8,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Capoeta fusca,Capoeta fusca,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,25.9,5,,no,C,
Capoeta gracilis,Capoeta gracilis,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,330.796,5,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Tigris scraper,Capoeta umbla,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Capoeta,1034.21,12,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Pink maomao,Caprodon longimanus,Animalia,Chordata,Actinopterygii,Perciformes/Serranoidei,Anthiadidae,Caprodon,730,8,,no,C,
Boarfish,Capros aper,Animalia,Chordata,Actinopterygii,Acanthuriformes,Caproidae,Capros,278.921,30,,no,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Shadow trevally,Carangichthys dinema,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Carangichthys,2600,5,,no,C,
Green jack,Caranx caballus,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,2810,8,,no,C,
Pacific crevalle jack,Caranx caninus,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,17690,15,,no,C,
Blue runner,Caranx crysos,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Caranx,2777.5,11,,no,B,
Giant trevally,Caranx ignobilis,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,80000,11,,no,C,
Black jack,Caranx lugubris,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,17940,12,,no,C,
Bluefin trevally,Caranx melampygus,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,43540,12,,no,C,
Brassy trevally,Caranx papuensis,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,6400,5,,no,C,
Bigeye trevally,Caranx sexfasciatus,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,18000,11,,no,C,
Tille trevally,Caranx tille,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Caranx,7200,7,,no,C,
Goldfish,Carassius auratus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,100,15,43,no,B,Captive record Tish
Crucian carp,Carassius carassius,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,6400,10,,no,C,
Prussian carp,Carassius gibelio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,4840,10,,no,C,
Alaska snailfish,Careproctus colletti,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Liparidae,Careproctus,1200,6,,no,C,
Blacktail snailfish,Careproctus melanurus,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Liparidae,Careproctus,1700,8,,no,C,
Careproctus zachirus,Careproctus zachirus,Animalia,Chordata,Actinopterygii,Perciformes/Cottoidei,Liparidae,Careproctus,500,7,,no,C,
River carpsucker,Carpiodes carpio,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Carpiodes,2524.5,10,,no,B,
Quillback,Carpiodes cyprinus,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Carpiodes,1617,11,,no,B,
